KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMEWRETD
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/29/1972,0.002675973
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1973,0.003769664
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/28/1973,0.0037219
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/30/1973,0.003261138
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1973,0.006054952
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/31/1973,0.004670394
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/29/1973,0.004006716
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1973,0.006018372
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1973,0.007304453
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/28/1973,0.011857277
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1973,0.00657222
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1973,0.004320902
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1973,0.00676663
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1974,0.007179981
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/28/1974,0.005191674
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/29/1974,0.002921014
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1974,0.005988753
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/31/1974,0.008780565
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/28/1974,0.007256855
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1974,0.007291565
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/30/1974,0.00457176
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1974,0.013512626
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1974,0.005869181
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/29/1974,0.00613142
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1974,0.008253672
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1975,0.007811533
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/28/1975,0.005509924
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1975,0.00479958
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1975,0.004539561
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/30/1975,0.007130312
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1975,0.002732793
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1975,0.004807759
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/29/1975,0.00504823
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1975,0.005482056
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1975,0.008742805
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/28/1975,0.004601917
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1975,0.006630102
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/30/1976,0.005925342
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/27/1976,0.0027119
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1976,0.005293993
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1976,0.004489982
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/28/1976,0.002126838
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1976,0.006467523
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/30/1976,0.005522203
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1976,0.005305423
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1976,0.00458705
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/29/1976,0.004928456
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1976,0.006044133
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1976,0.00426395
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1977,0.002742056
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/28/1977,0.004611261
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1977,0.004206615
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/29/1977,0.003575235
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/31/1977,0.003143338
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1977,0.004688267
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/29/1977,0.003250874
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1977,0.004878324
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1977,0.003950213
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1977,0.004849833
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1977,0.005791237
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/30/1977,0.005194431
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1978,0.005430159
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/28/1978,0.005262119
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1978,0.00578553
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/28/1978,0.005047987
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/31/1978,0.005463881
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1978,0.00503973
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1978,0.006951123
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1978,0.005624858
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/29/1978,0.004888583
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1978,0.00635912
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1978,0.006074935
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/29/1978,0.00672604
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1979,0.010449308
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/28/1979,0.00705862
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/30/1979,0.00831904
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1979,0.008120402
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/31/1979,0.008486098
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/29/1979,0.009001386
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1979,0.0071489
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1979,0.006499731
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/28/1979,0.006721509
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1979,0.005805518
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1979,0.013354997
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1979,0.009198665
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1980,0.009741654
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/29/1980,0.004140932
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1980,0.007569561
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1980,0.024234933
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/30/1980,0.016628592
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1980,0.006845903
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1980,0.006189797
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/29/1980,0.001156688
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1980,0.006575461
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1980,0.006233797
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/28/1980,0.004453364
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1980,0.015389728
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/30/1981,0.00910309
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/27/1981,0.012969998
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1981,0.017515609
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1981,0.00517402
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/29/1981,0.009092304
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1981,0.015833773
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1981,0.009989733
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1981,0.012702822
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1981,0.017020923
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/30/1981,0.015352547
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1981,0.021565264
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1981,0.004865076
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/29/1982,0.007535008
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/26/1982,0.010849533
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1982,0.010708046
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1982,0.013085992
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/28/1982,0.012466448
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1982,0.007326367
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/30/1982,0.017108184
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1982,0.016090954
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1982,0.010780881
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/29/1982,0.007176132
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1982,0.007109704
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1982,0.008401039
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1983,0.00731431
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/28/1983,0.006716095
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1983,0.005233817
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/29/1983,0.008312454
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/31/1983,0.005929992
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1983,0.006884783
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/29/1983,0.00611515
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1983,0.008909647
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1983,0.009295465
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1983,0.008240112
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1983,0.007056403
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/30/1983,0.007146746
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1984,0.008804389
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/29/1984,0.006760343
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/30/1984,0.0062178
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1984,0.008741474
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/31/1984,0.007548172
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/29/1984,0.008855733
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1984,0.009541863
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1984,0.008700873
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/28/1984,0.009890326
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1984,0.012178996
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1984,0.010855596
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1984,0.009324177
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1985,0.006842536
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/28/1985,0.004742252
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/29/1985,0.008139193
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1985,0.008949748
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/31/1985,0.009148328
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/28/1985,0.006372733
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1985,0.005910588
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/30/1985,0.007162507
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1985,0.006644122
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1985,0.006111393
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/29/1985,0.006234382
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1985,0.00673118
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1986,0.006298703
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/28/1986,0.005591086
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1986,0.007785637
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1986,0.006194996
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/30/1986,0.004586089
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1986,0.006216775
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1986,0.00582621
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/29/1986,0.006388844
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1986,0.004185484
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1986,0.004811878
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/28/1986,0.003940869
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1986,0.003995461
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/30/1987,0.005052035
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/27/1987,0.004684835
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1987,0.004773239
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1987,0.004828853
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/29/1987,0.004350541
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1987,0.006100705
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1987,0.005303349
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1987,0.004787968
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1987,0.004665194
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/30/1987,0.008089668
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1987,0.005511017
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1987,0.005883255
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/29/1988,0.005017605
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/29/1988,0.006155456
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1988,0.004971101
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/29/1988,0.004835927
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/31/1988,0.004853762
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1988,0.005972593
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/29/1988,0.004098881
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1988,0.005784101
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1988,0.00689683
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1988,0.00702721
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1988,0.004480669
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/30/1988,0.006178011
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1989,0.007214973
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/28/1989,0.005778437
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1989,0.007487631
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/28/1989,0.008173523
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/31/1989,0.008340415
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1989,0.008747532
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1989,0.007750692
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1989,0.005722532
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/29/1989,0.006285173
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1989,0.007973101
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1989,0.007099619
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/29/1989,0.005964558
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1990,0.006655792
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/28/1990,0.006365157
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/30/1990,0.00621321
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1990,0.006872512
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/31/1990,0.007588868
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/29/1990,0.007140571
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1990,0.007369515
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1990,0.006169342
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/28/1990,0.006229709
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1990,0.007198347
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1990,0.006502276
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1990,0.00777812
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1991,0.006501319
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/28/1991,0.005447429
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/28/1991,0.005197018
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1991,0.006221075
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/31/1991,0.004873414
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/28/1991,0.004749452
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1991,0.005297966
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/30/1991,0.005457413
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1991,0.005514022
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/31/1991,0.005191451
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/29/1991,0.005064465
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1991,0.005864508
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/31/1992,0.003110987
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/28/1992,0.002935248
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1992,0.003413417
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1992,0.004271147
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/29/1992,0.003110823
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1992,0.003783095
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/31/1992,0.00400188
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1992,0.003445516
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,9/30/1992,0.003780856
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,10/30/1992,0.001313297
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,11/30/1992,0.002667789
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,12/31/1992,0.003243072
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,1/29/1993,0.002940008
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,2/26/1993,0.002664966
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,3/31/1993,0.003042736
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,4/30/1993,0.002426294
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,5/28/1993,0.001942013
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,6/30/1993,0.003275415
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,7/30/1993,0.002481017
2000028,BONDMATPORT,6006,Fama Maturity Portfolios - <= 6 Month,8/31/1993,0.003252348
